GCF	BGC Name	Organism	BGC Class	product	description
GCF11	BGC0000333	Salinispora arenicola CNS-205	NRPS.other	NRPS.betalactone.indole	Salinispora arenicola CNS-205, complete genome
GCF91	BGC0001657	Lysobacter sp. RH2180-5	NRPS	NRPS	Lysobacter sp. RH2180-5 DNA, lysocin biosynthetic gene cluster
GCF143	BGC0002190	Hapsidospora chrysogenum ATCC 11550	PKS	T1PKS	Hapsidospora chrysogenum ATCC 11550 scaffold49, whole genome shotgun sequence
GCF153	BGC0002967	Neisseria lactamica	RiPP	triceptide	Neisseria lactamica strain NCTC10618, whole genome shotgun sequence
GCF275	BGC0001063	Streptomyces coelicolor A3(2)	PKS	prodigiosin	Streptomyces coelicolor A3(2) complete genome
GCF143	BGC0002209	Aspergillus ustus	NRPS.PKS	NRPS-like.T1PKS	Aspergillus ustus strain 3.3904 AUSC_79, whole genome shotgun sequence
GCF54	BGC0000201	Streptomyces aureofaciens	PKS	T2PKS	Streptomyces aureofaciens strain CCM3239 plasmid pSA3239, complete sequence
GCF180	BGC0003094	Phaeosphaeria sp.	PKS	T1PKS	Phaeosphaeria sp. strain HX1035 roseopurpurin gene cluster, complete sequence
GCF289	BGC0000777	Escherichia coli	NA	unknown	Escherichia coli wbb gene cluster encoding O6 LPS side chain biosynthesis region
GCF16	BGC0000391	Marinactinospora thermotolerans	NRPS.other	NRPS.indole	Marinactinospora thermotolerans strain SCSIO 00652 methylpendolmycin/pendolmycin gene cluster, complete sequence
GCF54	BGC0002129	uncultured bacterium	PKS.saccharide	T2PKS.oligosaccharide	Uncultured bacterium MMY biosynthetic gene cluster, partial sequence; mmyE gene, partial cds; and mmyD, mmyMI, mmyMII, hypothetical protein, mmyX, mmyY, mmyOI, mmyTI, mmyS, mmyK, mmyP, hypothetical protein, mmyTIII, mmyC, mmyU, mmyV, mmyGII, and mmyH genes, complete cds
GCF189	BGC0002278	Penicillium brasilianum	NRPS	NRPS-like	Penicillium brasilianum genome assembly Pbras_Allpaths-LG, scaffold SCAF3, whole genome shotgun sequence
GCF203	BGC0000527	Bacillus sp. HIL-Y85/54728	RiPP	lanthipeptide-class-ii	Bacillus sp. HIL-Y85/54728 mersacidin biosynthesis gene cluster (mrsK2, mrsR2, mrsF, mrsG, mrsE, mrsA, mrsR1, mrsD, mrsM and mrsT genes)
GCF54	BGC0002514	Streptomyces sampsonii	PKS	T2PKS	Streptomyces sampsonii strain SCSIO 054 julichrome biosynthetic gene cluster, complete sequence
GCF167	BGC0003049	Streptomyces peucetius subsp. caesius ATCC 27952	PKS	T1PKS	Streptomyces peucetius subsp. caesius ATCC 27952 chromosome, complete genome
GCF97	BGC0000337	Metarhizium robertsii ARSEF 23	NRPS	NRPS	Metarhizium anisopliae ARSEF 23 unplaced genomic scaffold Scf_050, whole genome shotgun sequence
GCF100	BGC0001447	Saccharomonospora azurea SZMC 14600	PKS	T1PKS	Saccharomonospora azurea SZMC 14600 contig216, whole genome shotgun sequence
GCF344	X00007_1.region010	Paenibacillus sp Unclassified.	RiPP	proteusin	Paenibacillus sp strain X00007
GCF200	BGC0002531	Burkholderia ambifaria AMMD	NA	unknown	Burkholderia ambifaria AMMD chromosome 1, complete sequence
GCF224	X00012_1.region010	Paenibacillus sp Unclassified.	NRPS.other	NRPS.betalactone	Paenibacillus sp strain X00012
GCF17	BGC0001737	Corallococcus coralloides	NRPS.PKS	NRPS.T1PKS	Corallococcus coralloides strain Ccc1071 phenalamide biosynthetic gene cluster, complete sequence
GCF251	BGC0000922	Pseudomonas aeruginosa PAO1	NA	unknown	Pseudomonas aeruginosa PAO1, complete genome
GCF179	BGC0001553	Streptomyces sp. JV178	NRPS.PKS	NRPS.T1PKS	Streptomyces sp. JV178 clifednamide biosynthetic gene cluster, complete sequence
GCF86	BGC0001034	Sorangium cellulosum	NRPS.PKS	NRPS.T1PKS	Sorangium cellulosum pellasoren biosynthesis gene cluster, strain So ce38
GCF72	BGC0002006	Streptomyces albus	RiPP	lassopeptide	Streptomyces albus strain ZD11 chromosome, complete genome
GCF144	BGC0000844	Streptomyces clavuligerus	NA	unknown	Streptomyces clavuligerus clavulanic acid biosynthetic gene cluster, partial sequence
GCF54	BGC0000270	Streptomyces antibioticus	PKS.other	T2PKS.aminocoumarin	Streptomyces antibioticus simocyclinone biosynthetic gene cluster, partial sequence
GCF185	BGC0002619	Penicillium brevicompactum	PKS	T1PKS	Penicillium brevicompactum strain NRRL864 mycophenolic acid biosynthesis gene cluster, complete sequence
GCF92	BGC0001615	Heteroscytonema crispum UCFS10	NRPS	NRPS.mycosporine	Heteroscytonema crispum UCFS10 mys gene cluster, complete sequence
GCF293	BGC0001595	Fischerella sp. SAG 46.79	other.terpene	other.terpene-precursor	Fischerella sp. SAG 46.79 fischerindole biosynthetic gene cluster, complete sequence
GCF295	X00001_1.region003	Paenibacillus sp Unclassified.	other	NI-siderophore	Paenibacillus sp strain X00001
GCF189	BGC0002276	Aspergillus nidulans FGSC A4	NRPS	NRPS-like	Aspergillus nidulans FGSC A4 chromosome V scaffold_6, whole genome shotgun sequence
GCF288	BGC0000574	Caulobacter segnis ATCC 21756	RiPP	lassopeptide	Caulobacter segnis ATCC 21756, complete genome
GCF202	X00004_1.region011	Paenibacillus sp Unclassified.	PKS	T3PKS	Paenibacillus sp strain X00004
GCF263	BGC0000760	Acinetobacter venetianus RAG-1 = CIP 110063	NA	unknown	Acinetobacter lwoffii wzc, wzb, wza, weeA, weeB, wceC, wzx, wzy, weeD, weeE, weeF, weeG, weeH, weeI, weeJ, weeK, galU, ugd, pgi, galE, pgm (partial) and mip (partial) genes (emulsan biosynthetic gene cluster), strain RAG-1
GCF54	BGC0000232	Streptomyces sp. 2238-SVT4	PKS	T2PKS	Streptomyces sp. 2238-SVT4 hatomarubigin biosynthesis gene cluster (orf1, hrbR1, hrbA, hrbB, hrbC, hrbD, hrbE, hrbF, hrbG, hrbH, hrbI, hrbJ, hrbK, hrbL, hrbM, hrbN, hrbO, hrbP, hrbQ, hrbR, hrbS, hrbT, hrbU, hrbV, hrbW, hrbX, hrbR2, hrbY, hrbR3, hrbZ1, hrbZ2, orf2, orf3), complete cds
GCF102	BGC0001765	Agrobacterium tumefaciens	NA	unknown	Agrobacterium tumefaciens strain S33 chromosome circular, complete sequence
GCF177	BGC0000936	Pseudomonas aeruginosa PAO1	other	phenazine	Pseudomonas aeruginosa pyocyanine biosynthesis operon, complete sequence
GCF72	BGC0002418	Isoalcanivorax pacificus W11-5	NRPS.PKS	NRP-metallophore.NRPS.T1PKS	Alcanivorax pacificus W11-5, complete genome
GCF164	BGC0000042	Streptomyces sp. MJ635-86F5	PKS	T1PKS	Streptomyces sp. MJ635-86F5 DNA, cremimycin biosynthetic gene cluster, complete sequence
GCF3	BGC0001363	Ralstonia pseudosolanacearum GMI1000	NRPS.PKS	NRPS.T1PKS	Ralstonia solanacearum GMI1000 megaplasmid complete sequence
GCF236	BGC0000563	Streptomyces venezuelae ATCC 10712	RiPP	lanthipeptide-class-iv	Streptomyces venezuelae ATCC 10712 venezuelin gene cluster, complete sequence
GCF1	BGC0000749	Escherichia coli	NA	unknown	Escherichia coli strain B44 K30 capsule biosynthesis gene cluster, partial sequence
GCF100	BGC0001040	Streptomyces rapamycinicus NRRL 5491	NRPS.PKS	NRPS.NRPS-like.T1PKS	S.hygroscopicus gene cluster for polyketide immunosuppressant rapamycin
GCF64	BGC0001430	Stigmatella aurantiaca Sg a15	NRPS.PKS	NRPS.T1PKS	Stigmatella aurantiaca Sg a15 myxochromide S biosynthetic gene cluster, complete sequence
GCF251	BGC0001374	Streptomyces albogriseolus	NA	unknown	Streptomyces albogriseolus strain MJ286-76F7 thienodolin gene cluster, complete sequence
GCF18	BGC0002360	Streptomyces aurantiacus	NRPS	NRPS	Streptomyces aurantiacus strain LU19075 hypothetical protein genes, complete cds; dbm gene cluster, complete sequence; and ABC transporter, hypothetical protein, ABC transporter, and hypothetical protein genes, complete cds
GCF114	BGC0001508	Penicillium roqueforti	PKS.terpene	T1PKS.terpene	Penicillium roqueforti strain CECT 2905 andrastin A biosynthesis gene cluster, complete sequence
GCF159	BGC0002210	Aspergillus violaceofuscus	NRPS.PKS	NRPS.T1PKS	TPA_exp: Aspergillus violaceofuscus CBS 115571 DNA, biosynthetic gene cluster of pyranoviolin A
GCF80	X00003_1.region006	Paenibacillus sp Unclassified.	RiPP	lanthipeptide-class-iii	Paenibacillus sp strain X00003
GCF297	BGC0000641	Enterobacteriaceae bacterium DC416	terpene	terpene	Enterobacteriaceae bacterium DC416 carotenoid synthesis gene cluster, complete sequence
GCF215	BGC0001074	Streptomyces olindensis	PKS.saccharide	T2PKS.oligosaccharide	Streptomyces olindensis strain DAUFPE 5622 2, whole genome shotgun sequence
GCF278	BGC0000860	Methylarcula marina	other	ectoine	Methylarcula marina strain h1 ectoine biosynthesis gene cluster, complete sequence; and aspartokinase (ask) gene, partial cds
GCF156	BGC0000151	Streptomyces ambofaciens ATCC 23877	PKS	T1PKS	Streptomyces ambofaciens ATCC 23877 right chromosomal arm
GCF2	BGC0000604	Nonomuraea sp. WU8817	RiPP	azole-containing-RiPP	Nonomuraea sp. WU8817 GE2270 gene cluster, complete sequence
GCF163	BGC0001522	Streptomyces filamentosus	PKS.saccharide	T1PKS.oligosaccharide	Streptomyces filamentosus strain NRRL 15998 auroramycin biosynthetic gene cluster, complete sequence
GCF147	BGC0001252	Alternaria alternata	PKS	T1PKS	Alternaria alternata ACRTS2 gene for polyketide synthase, complete cds
GCF288	BGC0002469	Shewanella woodyi ATCC 51908	other	NI-siderophore	Shewanella woodyi ATCC 51908 chromosome, complete genome
GCF132	BGC0003040	Cystobacter sp.	NRPS.PKS	NRPS.T1PKS	Cystobacter sp. strain SBCb004 ajudazols C_J biosynthetic gene cluster, complete sequence
GCF185	BGC0001360	Penicillium roqueforti FM164	PKS	T1PKS	Penicillium roqueforti FM164 genomic scaffold, ProqFM164S05, whole genome shotgun sequence
GCF250	BGC0000500	Carnobacterium maltaromaticum	RiPP	lanthipeptide-class-ii	Carnobacterium maltaromaticum strain C2 CrnM (crnM), CrnA1 (crnA1), CrnJ (crnJ), CrnT (crnT), CrnP (crnP), CrnA2 (crnA2), and CrnY (crnY) genes, complete cds
GCF119	BGC0000581	Escherichia coli	RiPP	lassopeptide	Escherichia coli plasmid pTUC100 microcin J25 precursor (mcjA), McjB (mcjB), McjC (mcjC), and McjD (mcjD) genes, complete cds
GCF114	BGC0000688	Diaporthe amygdali	terpene	terpene	Diaporthe amygdali genomic DNA, strain:N2, clone:PaGenomeD
GCF264	BGC0001171	Listeria monocytogenes serotype 4b str. F2365	RiPP	azole-containing-RiPP	Listeria monocytogenes str. 4b F2365, complete genome
GCF345	X00007_1.region009	Paenibacillus sp Unclassified.	terpene	terpene	Paenibacillus sp strain X00007
GCF22	BGC0001069	Sorangium cellulosum	NRPS.PKS	NRPS.T1PKS.transAT-PKS	Polyangium cellulosum hypothetical protein gene, complete cds; chivosazol biosynthetic gene cluster, complete sequence; and hypothetical protein gene, complete cds
GCF82	BGC0001240	Metarhizium robertsii	NRPS	NRPS	Metarhizium robertsii strain ARSEF 2575 contig052, whole genome shotgun sequence
GCF103	BGC0002673	Streptomyces griseus subsp. griseus NBRC 13350	PKS	T1PKS	Streptomyces griseus subsp. griseus NBRC 13350 DNA, complete genome
GCF170	BGC0001759	Amycolatopsis sp.	PKS	T1PKS	Amycolatopsis sp. strain Hca4 rifamorpholines biosynthetic gene cluster, complete sequence
GCF21	BGC0001383	Bacillus velezensis	PKS	transAT-PKS	Bacillus velezensis strain B-9987 macrolactin gene cluster, complete sequence
GCF41	BGC0002146	Cladobotryum sp.	NRPS	NRPS-like	Cladobotryum sp. isolate 11231 FR901483 gene cluster, complete sequence
GCF86	BGC0002229	Aspergillus aculeatus ATCC 16872	PKS	T1PKS	Aspergillus aculeatus ATCC 16872 unplaced genomic scaffold ASPACscaffold_13, whole genome shotgun sequence
GCF68	BGC0002642	Streptantibioticus cattleyicolor NRRL 8057 = DSM 46488	NRPS.PKS.other	NRPS-like.T1PKS.butyrolactone	Streptomyces cattleya DSM 46488, complete genome
GCF10	BGC0000394	Streptomyces lusitanus	NRPS.PKS	NRPS.PKS-like	Streptomyces lusitanus naphthyridinomycin biosynthetic gene cluster, complete sequence
GCF92	BGC0002661	Streptomyces tasikensis	NRPS	NRPS	Streptomyces tasikensis strain P46 tasikamide biosynthetic gene cluster, complete sequence
GCF53	BGC0002262	Hypomontagnella monticulosa	NA	unknown	Hypomontagnella monticulosa strain MUCL-54604 sporothriolide biosynthetic gene cluster, complete sequence
GCF3	BGC0001189	Cupriavidus taiwanensis LMG 19424	NRPS	NRP-metallophore.NRPS	Cupriavidus taiwanensis str. LMG19424 chromosome 2, complete genome
GCF242	BGC0002110	Streptomyces rimosus subsp. rimosus	RiPP	lanthipeptide-class-ii	Streptomyces rimosus subsp. rimosus strain WC-3908 birimositide gene cluster, complete sequence
GCF192	BGC0000937	Streptomyces sp. WM6372	other	phosphonate	Streptomyces sp. WM6372 phosphonate biosynthetic gene cluster, partial sequence
GCF27	X00008_2.region017	Paenibacillus sp Unclassified.	NRPS	NRP-metallophore.NRPS	Paenibacillus sp strain X00008
GCF199	BGC0000473	Microcystis aeruginosa NIES-298	RiPP	azole-containing-RiPP.cyanobactin	Microcystis aeruginosa NIES-298 microcyclamide biosynthetic gene cluster, strain NIES-298
GCF213	BGC0001565	Beauveria felina	NRPS.PKS	NRPS.T1PKS	Beauveria felina strain TTI-0347 cyclosporin C biosythetic gene cluster, complete sequence
GCF78	BGC0000210	Streptomyces griseus subsp. griseus	PKS.saccharide	T2PKS.oligosaccharide	Streptomyces griseus subsp. griseus chromomycin A3 biosynthesis gene cluster, strain ATCC13273
GCF60	X00004_1.region020	Paenibacillus sp Unclassified.	RiPP	lanthipeptide-class-i	Paenibacillus sp strain X00004
GCF185	BGC0000037	Aspergillus nidulans FGSC A4	PKS	T1PKS	TPA_asm: Aspergillus nidulans FGSC A4 chromosome I
GCF19	BGC0002374	Streptomyces sp.	PKS	PKS-like.transAT-PKS	Streptomyces sp. strain HRS33 pulvomycin biosynthetic gene cluster, complete sequence
GCF7	BGC0001692	Xenorhabdus nematophila ATCC 19061	NRPS	NRPS	Xenorhabdus nematophila ATCC 19061, complete sequence
GCF42	BGC0000851	Streptomyces noursei ATCC 11455	NRPS	CDPS	Streptomyces noursei putative tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase gene, partial cds; albonoursin biosynthetic gene cluster, complete sequence; and putative NADP-specific glutamate dehydrogenase gene, partial cds
GCF179	BGC0001556	Streptomyces sp.	NRPS.PKS	NRPS.T1PKS	Streptomyces sp. strain S10 combamide biosynthetic gene cluster, complete sequence
GCF10	X00003_1.region014	Paenibacillus sp Unclassified.	NRPS.PKS	NRPS.transAT-PKS-like	Paenibacillus sp strain X00003
GCF293	BGC0001126	Fischerella ambigua UTEX 1903	other.terpene	other.terpene-precursor	Fischerella ambigua UTEX 1903 ambiguine biosynthetic gene cluster, complete sequence
GCF29	BGC0001444	Streptomyces sp. NTK 937	PKS	benzoxazole	Streptomyces sp. NTK 937 contig00001, whole genome shotgun sequence
GCF190	BGC0002557	Penicillium griseofulvum	terpene	terpene	Penicillium griseofulvum strain NRRL 35584 penifulvin biosynthetic gene cluster, complete sequence
GCF54	BGC0000194	Streptomyces coelicolor A3(2)	PKS	T2PKS	Streptomyces coelicolor A3(2) complete genome
GCF205	BGC0001647	Streptomyces sp. MP131-18	PKS	T1PKS.T3PKS	Streptomyces sp. MP131-18 scaf_01, whole genome shotgun sequence
GCF33	BGC0000105	Streptomyces nanchangensis	PKS	T1PKS	Streptomyces nanchangensis NS3226 polyether ionophore nanchangmycin biosynthetic gene cluster, complete sequence
GCF26	BGC0000430	Nodularia spumigena CCY9414	NRPS	NRPS	Nodularia spumigena CCY9414 genome
GCF158	BGC0000293	Aspergillus fischeri NRRL 181	NRPS.other	NRPS.indole	Neosartorya fischeri NRRL 181 1099437636266 genomic scaffold, whole genome shotgun sequence
GCF249	BGC0001311	Ruminococcus flavefaciens FD-1	RiPP	lanthipeptide-class-ii	Ruminococcus flavefaciens FD-1 Contig103, whole genome shotgun sequence
GCF83	BGC0000304	Fusarium incarnatum	NRPS	NRPS	Fusarium incarnatum apicidin biosynthetic gene cluster, complete sequence
GCF20	BGC0001885	Streptomyces sp. NRRL F-4335	NRPS.PKS	NRPS.NRPS-like.transAT-PKS	TPA_exp: Streptomyces sp. NRRL F-4335 oxazolepoxidomycin biosynthetic gene cluster, complete sequence
GCF220	BGC0001957	Streptomyces novoguineensis	NRPS.PKS	NRPS-like.T1PKS	Streptomyces novoguineensis culture CBS:199.78 amipurimycin biosynthetic gene cluster, complete sequence
GCF159	BGC0002204	Aspergillus flavipes	NRPS.PKS	NRPS.T1PKS	Aspergillus flavipes strain CNL-338 cytochalasan biosynthetic gene cluster, complete sequence
GCF296	X00010_1.region002	Paenibacillus sp Unclassified.	RiPP	proteusin	Paenibacillus sp strain X00010
GCF222	BGC0002119	Candidatus Synoicihabitans palmerolidicus	NRPS.PKS	NRPS.transAT-PKS	MAG: Candidatus Synoicihabitans palmerolidicus isolate Bin8 Contig8_BGC3, whole genome shotgun sequence
GCF23	BGC0003023	Caldimonas brevitalea	NRPS.PKS	HR-T2PKS.NRPS	Schlegelella brevitalea strain DSM 7029, complete genome
GCF77	BGC0002345	Pseudomonas fluorescens	other	hydrogen-cyanide	Pseudomonas fluorescens isolate PS619 genome assembly, contig: PS619_39, whole genome shotgun sequence
GCF78	BGC0001504	Amycolatopsis sp. AA4	PKS	T1PKS	Amycolatopsis sp. AA4 chromosome, complete genome
GCF119	BGC0003015	Achromobacter xylosoxidans	RiPP	lassopeptide	Achromobacter sp. 2789STDY5663426 genome assembly, contig: ERS372662SCcontig000003, whole genome shotgun sequence
GCF10	BGC0002544	Amycolatopsis methanolica	NRPS	NRP-metallophore.NRPS	Amycolatopsis methanolica strain 239T siderophore biosynthetic gene cluster, complete sequence
GCF34	BGC0001461	Amycolatopsis keratiniphila subsp. nogabecina	NRPS.PKS	NRPS.NRPS-like.T3PKS	Amycolatopsis keratiniphila subsp. nogabecina strain FH 1893 contig_22, whole genome shotgun sequence
GCF2	BGC0001485	Actinoplanes tsinanensis	RiPP	RiPP-like	Actinoplanes tsinanensis chuangxinmycin biosynthetic gene cluster, complete sequence
GCF25	BGC0001389	Pseudomonas cichorii	NRPS	NRPS	Pseudomonas cichorii lipopeptide biosynthesis gene cluster, complete sequence
GCF130	BGC0002825	Nocardia terpenica	RiPP	lassopeptide	Nocardia terpenica strain IFM 0406 genomic scaffold scaffold2, whole genome shotgun sequence
GCF130	BGC0001507	Streptomyces olindensis	RiPP	lassopeptide	Streptomyces olindensis strain DAUFPE 5622 103, whole genome shotgun sequence
GCF54	BGC0002361	Streptomyces sp. IB201691-2A2	PKS.saccharide	T2PKS.oligosaccharide	Streptomyces sp. IB201691-2A2 scaffold00031, whole genome shotgun sequence
GCF138	BGC0001784	Streptomyces seoulensis	PKS	T1PKS	Streptomyces seoulensis strain A01 streptoseomycin gene cluster, complete sequence
GCF309	BGC0001985	Streptomyces candidus	NA	unknown	Streptomyces candidus culture NRRL:3601 MFS transporter gene, complete cds; pyrazofurin biosynthetic gene cluster, complete sequence; and MFS transporter gene, complete cds
GCF303	BGC0000719	Streptoalloteichus hindustanus	other	2dos	Streptoalloteichus hindustanus tobramycin biosynthetic gene cluster (alloA, alloB, alloC, alloD,alloE, alloF, alloG, alloH, alloI), partial and complete cds
GCF157	BGC0002109	Kitasatospora sp.	NRPS.PKS.terpene	HR-T2PKS.NRPS.NRPS-like.terpene-precursor	Kitasatospora sp. culture CGMCC:16924 beta-glucosidase, endo-1,4-beta-xylanase, D-alanyl-D-alanine dipeptidase, membrane protein, histidine kinase, LuxR family regulator, acyl carrier protein, 3-oxoacyl-ACP synthase, hydrolase, thioesterase, 3-oxoacyl-ACP synthase, acyl carrier protein, 3-oxoacyl-ACP dehydratase, 3-oxoacyl-ACP reductase, isomerase, putative ABC1 family protein, DsrE/DsrF-like family protein, hypothetical protein, non-ribosomal peptide synthetase, hypothetical protein, ATP-binding protein, ABC transporter, cytochrome P450, glycosyltransferase, putative YbaK/prolyl-tRNAsynthetase, LuxR family transcriptional regulator, thioesterase TEII family, IclR family transcriptional regulator, isomerase, MbtH-like protein, putative polyprenyl diphosphate synthase, membrane protein, methylmalonyl-CoA carboxyltransferase, putative AfsR-like transcriptional regulator, limonene-1,2-epoxide hydrolase, NAD-dependent epimerase/dehydratase, peptide synthetase, and LuxR family transcriptional regulator genes, complete cds
